t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a 681522 681523   7.36 cb           341 1.0  68       0       0       0
a 681523 681494   2.18 cb           341 1.0  68       0       0       0
a 681523 681507   1.47 cb           341 1.0  68       0       0       0
a 681523 681522   7.36 cb           341 1.0  68       0       0       0
a 681526 681422   1.24 cb           222 1.0  70       0       0       0
a 681526 681527   2.22 cb           222 1.0  70       0       0       0
a 681527 681526   2.22 cb           222 1.0  70       0       0       0
a 681527 681528   1.97 cb           222 1.0  70       0       0       0
a 681528 681527   1.97 cb           222 1.0  70       0       0       0
a 681528 681529   0.65 cb           222 1.0  70       0       0       0
a 681529 681423   1.19 cb           222 1.0  70       0       0       0
a 681529 681528   0.65 cb           222 1.0  70       0       0       0
a 682013 718201   0.24 cg           900 1.0  95       0       0       0
a 682013 718202   0.20 cg           900 1.0  95       0       0       0
a 682013 682016   0.36 cb           442 1.0  65       0       0       0
a 682013 682018   0.22 cb           442 1.0  65       0       0       0
a 682014 718203   0.40 c            900 1.0  95       0       0       0
a 682014 718253   0.30 cg           900 1.0  95       0       0       0
a 682014 682019   0.53 cb           442 1.0  65       0       0       0
a 682015 601906   0.23 cb           243 2.0  65       0       0       9
a 682015 601932   0.15 cb           243 2.0  65       0       0       0
a 682016 601932   0.23 cb           442 1.0  65       0       0       0
a 682016 682013   0.36 cb           442 1.0  65       0       0       0
a 682018 682013   0.22 cb           442 1.0  65       0       0       0
a 682018 682019   0.23 cb           442 1.0  65       0       0       0
a 682019 682014   0.53 cb           442 1.0  65       0       0       0
a 682019 682018   0.23 cb           442 1.0  65       0       0       0
a 682022 718202   0.20 cg           900 1.0  95       0       0       0
a 682042 718204   0.40 cg           900 1.0  95       0       0       0
a 682042 718205   0.10 c            900 1.0  95       0       0       0
a 682042 682062   0.80 cb           342 2.0  65       0       0       0
a 682042 682102   1.15 cb           342 2.0  65       0       0       0
a 682043 682044   1.04 cb           232 3.0  73       0       0       0
a 682043 682122   0.33 cb           232 3.0  73       0       0       0
a 682043 682125   0.58 cb           242 1.0  68       0       0       0
a 682044 682043   1.04 cb           232 3.0  73       0       0       0
a 682044 682055   0.45 cb           232 3.0  73       0       0       0
a 682052 682053   0.43 cb           232 3.0  73       0       0       0
a 682052 682055   0.35 cb           232 3.0  73       0       0       0
a 682053 601934   0.08 cb           232 2.0  69       0       0       0
a 682053 682052   0.43 cb           232 3.0  73       0       0       0
a 682055 682044   0.45 cb           232 3.0  73       0       0       0
a 682055 682052   0.35 cb           232 3.0  73       0       0       0
a 682062 682042   0.80 cb           342 2.0  65       0       0       0
a 682062 682068   0.25 cb           342 1.0  65       0       0       0
a 682064 718206   0.10 cg           900 1.0  95       0       0       0
a 682064 682073   0.18 cb           332 2.0  65       0       0       0
a 682064 682281   0.22 cb           332 2.0  65       0       0       0
a 682065 682075   0.14 cb           332 2.0  65       0       0       0
a 682065 682082   0.20 cb           332 1.0  65       0       0       0
a 682065 682093   0.42 cb           342 1.0  68       0       0       0
a 682066 721193   1.02 cg           900 1.0  95       0       0       0
a 682066 601935   0.17 cb           232 2.0  72       0       0       0
a 682066 601942   0.47 cb           232 4.0  72       0       0       0
a 682068 601934   0.11 cb           232 2.0  68       0       0       0
a 682068 601935   0.29 cb           232 2.0  72       0       0       0
a 682068 682053   0.15 cb           232 1.0  65       0       0       0
a 682068 682062   0.25 cb           342 1.0  65       0       0       0
a 682073 601935   0.07 cb           332 2.0  65       0       0       0
a 682073 682064   0.18 cb           332 2.0  65       0       0       0
a 682074 682075   0.27 cb           332 2.0  65       0       0       0
a 682074 682281   0.31 cb           332 2.0  65       0       0       0
a 682075 682065   0.14 cb           332 2.0  65       0       0       0
a 682075 682074   0.27 cb           332 2.0  65       0       0       0
a 682082 718208   0.15 cg           900 1.0  95       0       0       0
a 682082 682065   0.20 cb           332 1.0  65       0       0       0
a 682082 682084   0.35 cb           331 1.0  65       0       0       0
a 682084 682082   0.35 cb           331 1.0  65       0       0       0
a 682084 682085   0.16 cb           331 1.0  65       0       0       0
a 682085 682084   0.16 cb           331 1.0  65       0       0       0
a 682085 682113   0.36 cb           331 1.0  65       0       0       0
a 682093 682065   0.42 cb           342 1.0  68       0       0       0
a 682093 682103   0.67 cb           342 1.0  68       0       0       0
a 682102 718254   0.43 cg           900 1.0  95       0       0       0
a 682102 682042   1.15 cb           342 2.0  65       0       0       0
a 682102 682103   0.20 cb           342 1.0  68       0       0       0
a 682102 682145   0.58 cb           342 2.0  65       0       0       0
a 682103 718209   0.40 c            900 1.0  95       0       0       0
a 682103 718210   0.10 c            900 1.0  95       0       0       0
a 682103 682093   0.67 cb           342 1.0  68       0       0       0
a 682103 682102   0.20 cb           342 1.0  68       0       0       0
a 682113 682085   0.36 cb           331 1.0  65       0       0       0
a 682113 682442   0.10 cb           331 1.0  65       0       0       0
a 682115 682442   0.28 cb           331 1.0  65       0       0       0
a 682115 682443   0.28 cb           331 1.0  65       0       0       0
a 682122 682043   0.33 cb           232 3.0  73       0       0       0
a 682122 682123   1.02 cb           232 3.0  73       0       0       0
a 682123 682122   1.02 cb           232 3.0  73       0       0       0
a 682123 682143   0.55 cb           232 2.0  73       0       0       0
a 682123 682223   1.10 cb           232 2.0  73       0       0       0
a 682124 718212   0.13 c            900 1.0  95       0       0       0
a 682124 682142   0.29 cb           342 2.0  65       0       0       0
a 682124 682143   0.68 cb           342 2.0  65       0       0       0
a 682125 682142   0.26 cb           342 1.0  65       0       0       0
a 682125 682222   0.37 cb           342 1.0  65       0       0       0
a 682142 682124   0.29 cb           342 2.0  65       0       0       0
a 682142 682125   0.26 cb           342 1.0  65       0       0       0
a 682142 682145   0.27 cb           342 2.0  65       0       0       0
a 682143 718214   0.80 c            900 1.0  95       0       0       0
a 682143 682123   0.55 cb           232 2.0  73       0       0       0
a 682143 682124   0.68 cb           342 2.0  65       0       0       0
a 682143 682144   0.62 cb           231 2.0  73       0       0       0
a 682143 682152   0.44 cb           342 1.0  65       0       0       0
a 682144 682143   0.62 cb           231 2.0  73       0       0       0
a 682144 682445   2.00 cb           231 2.0  73       0       0       0
a 682145 718254   0.61 c            900 1.0  95       0       0       0
a 682145 682102   0.58 cb           342 2.0  65       0       0       0
a 682145 682142   0.27 cb           342 2.0  65       0       0       0
a 682152 718215   0.40 cg           900 1.0  95       0       0       0
a 682152 718217   0.30 c            900 1.0  95       0       0       0
a 682152 682143   0.44 cb           342 1.0  65       0       0       0
a 682152 682172   0.71 cb           342 1.0  65       0       0       0
a 682172 718216   0.80 cg           900 1.0  95       0       0       0
a 682172 718218   0.40 cg           900 1.0  95       0       0       0
a 682172 718219   0.40 cg           900 1.0  95       0       0       0
a 682172 682152   0.71 cb           342 1.0  65       0       0       0
a 682172 682194   0.37 cb           342 1.0  65       0       0       0
a 682184 682192   0.24 cb           232 2.0  73       0       0       0
a 682184 682223   0.64 cb           232 2.0  73       0       0       0
a 682192 682184   0.24 cb           232 2.0  73       0       0       0
a 682192 682193   0.29 cb           242 1.0  69       0       0       0
a 682192 682205   0.48 cb           232 2.0  72       0       0       0
a 682193 682194   0.44 cb           342 1.0  65       0       0       0
a 682193 682203   0.08 cb           342 1.0  65       0       0       0
a 682193 682205   0.33 cb           242 1.0  65       0       0       0
a 682194 682172   0.37 cb           342 1.0  65       0       0       0
a 682194 682193   0.44 cb           342 1.0  65       0       0       0
a 682203 718220   0.60 c            900 1.0  95       0       0       0
a 682203 682192   0.30 cb           242 1.0  69       0       0       0
a 682203 682193   0.08 cb           342 1.0  65       0       0       0
a 682203 682204   1.02 cb           442 1.0  65       0       0       0
a 682204 682203   1.02 cb           442 1.0  65       0       0       0
a 682204 682206   0.12 cb           442 1.0  65       0       0       0
a 682205 682192   0.48 cb           232 2.0  72       0       0       0
a 682205 682203   0.22 cb           242 1.0  69       0       0       0
